Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-304.495	-389.7187	85.22369	1.394799	1.063718
6	-298.2314	-383.3019	85.07053	1.420872	1.178502
12	-292.7626	-378.1503	85.38772	1.190575	1.101073
18	-294.6423	-379.7709	85.12859	0.998718	1.471604
24	-301.798	-385.8841	84.08608	1.067362	2.14751
30	-305.466	-390.3577	84.89164	0.7885517	1.794287
36	-296.1744	-380.8847	84.71028	0.9699096	1.794287
42	-297.689	-382.4568	84.76786	1.131961	1.639304
48	-299.6168	-384.0504	84.43356	1.050469	1.928416
54	-288.2521	-373.0211	84.76895	1.493485	1.367266
60	-289.8414	-375.1204	85.27906	1.648539	0.6997987
66	-298.4878	-384.1109	85.62315	1.086936	0.9737216
72	-295.0597	-380.1394	85.0797	1.3141	1.26122
78	-299.2528	-384.066	84.81326	1.121994	1.613726
84	-291.618	-376.1648	84.54685	1.209702	1.74105
90	-294.2531	-377.5878	83.33466	0.8667185	2.746563
96	-289.8324	-374.2918	84.45933	1.298801	1.739938
102	-290.0703	-375.0041	84.93389	1.32554	1.36964
108	-289.4242	-374.5183	85.09409	1.878965	0.6008347
114	-290.6686	-376.0363	85.36767	1.511413	0.7752571
120	-291.1389	-376.428	85.28908	1.206369	1.17498
126	-304.5094	-388.1239	83.61447	0.8822433	2.564627
132	-294.3071	-379.5622	85.25511	1.383814	1.044279
138	-296.4501	-381.3468	84.89672	2.069211	0.6204971
144	-300.1278	-385.3512	85.2234	1.734955	0.6388918
150	-300.9108	-385.8381	84.92736	2.010411	0.6813724
156	-305.8694	-391.0096	85.14012	1.578359	0.965057
162	-299.2229	-383.8896	84.66675	1.534093	1.415344
168	-291.9787	-376.6286	84.64991	1.411597	1.521014
174	-295.2268	-379.4728	84.246	1.400328	1.817701
180	-304.4076	-389.6008	85.1932	1.23417	1.233198
186	-298.8229	-383.7798	84.95691	1.107954	1.518515
192	-296.2079	-381.1628	84.95483	1.110031	1.518515
198	-289.6825	-374.6109	84.92841	1.67349	1.079273
204	-301.9444	-387.198	85.25358	1.631289	0.7670342
210	-297.2766	-382.3402	85.06353	1.654145	0.9658881
216	-299.8266	-384.0925	84.266	1.525259	1.716634
222	-307.2982	-391.9024	84.6041	1.113121	1.768546
228	-303.8827	-388.7418	84.85909	1.122653	1.57988
234	-308.0074	-393.0804	85.07296	1.232085	1.333439
240	-301.565	-386.7593	85.19427	1.770848	0.6225654
246	-300.3561	-385.4559	85.09973	1.813929	0.7232409
252	-300.6047	-385.4639	84.85923	1.928528	0.8898473
258	-288.0354	-373.2494	85.21396	1.762768	0.5893224
264	-295.0186	-379.8819	84.8633	1.832371	0.9884191
270	-293.8224	-379.1392	85.31682	1.378851	0.9884191
276	-293.6876	-378.7734	85.08581	1.506137	1.088508
282	-303.6339	-388.7609	85.12706	1.658434	0.8924325
288	-305.5371	-390.0035	84.4664	1.47542	1.608966
294	-292.8214	-377.701	84.87958	1.062237	1.608966
300	-297.2114	-381.8895	84.67813	1.263687	1.608966
306	-290.5094	-375.181	84.67157	1.426475	1.49368
312	-292.2513	-376.8094	84.55809	1.579232	1.464009
318	-282.383	-367.4247	85.04174	1.341126	1.270252
324	-281.9622	-367.2358	85.27357	1.645541	0.7142892
330	-288.1444	-373.1705	85.02609	1.767513	0.88314
336	-284.4487	-369.5833	85.13456	1.230639	1.284772
342	-290.2239	-375.1714	84.94747	1.101595	1.530267
348	-286.1517	-370.5972	84.44545	0.9595569	1.981505
354	-286.7237	-371.0909	84.36717	1.361993	1.760217
360	-284.1187	-368.8298	84.71112	1.188075	1.639755
366	-281.6155	-366.9383	85.32273	1.374263	0.9870799
372	-286.632	-371.6827	85.05069	1.235119	1.348768
378	-300.1597	-383.4728	83.3131	0.9714686	2.695607
384	-295.7243	-381.1213	85.39699	1.434282	0.8381832
